parcel_id,farmer_name,season,year,NDVI,EVI,SAVI,NDWI,Red,Green,Blue,NIR,SWIR1,SWIR2,cloud_cover_percent,image_source
AP_ANP_00164_C2,Gopal Reddy,Kharif,2025,0.633,0.453,0.32,0.156,0.023,0.302,0.158,0.49,0.533,0.278,17.27,
AP_ANP_00164_C3,Venkat Ramaiah,Kharif,2025,0.633,0.453,0.32,0.156,0.023,0.302,0.158,0.49,0.533,0.278,17.27,
AP_ANP_00164_C1,Bhavani S,Rabi,2025,0.449,0.671,0.529,0.164,0.257,0.186,0.037,0.498,0.247,0.397,4.88,
AP_ANP_00164_C2,Gopal Reddy,Rabi,2025,0.449,0.671,0.529,0.164,0.257,0.186,0.037,0.498,0.247,0.397,4.88,
AP_ANP_00164_C3,Venkat Ramaiah,Rabi,2025,0.449,0.671,0.529,0.164,0.257,0.186,0.037,0.498,0.247,0.397,4.88,
AP_ANP_00164_C1,Bhavani S,Summer,2025,0.587,0.299,0.376,0.142,0.316,0.436,0.139,0.409,0.313,0.325,5.47,
AP_ANP_00164_C2,Gopal Reddy,Summer,2025,0.587,0.299,0.376,0.142,0.316,0.436,0.139,0.409,0.313,0.325,5.47,
AP_ANP_00164_C3,Venkat Ramaiah,Summer,2025,0.587,0.299,0.376,0.142,0.316,0.436,0.139,0.409,0.313,0.325,5.47,
AP_ANP_00165_C1,Ravi Teja,Kharif,2025,0.808,0.18,0.401,0.113,0.137,0.163,0.152,0.408,0.146,0.174,19.5,
AP_ANP_00165_C2,Bhavani S,Kharif,2025,0.808,0.18,0.401,0.113,0.137,0.163,0.152,0.408,0.146,0.174,19.5,
AP_ANP_00165_C3,Gopal Reddy,Kharif,2025,0.808,0.18,0.401,0.113,0.137,0.163,0.152,0.408,0.146,0.174,19.5,
AP_ANP_00165_C1,Ravi Teja,Rabi,2025,0.544,0.496,0.789,0.139,0.1,0.316,0.218,0.595,0.094,0.321,1.28,
AP_ANP_00165_C2,Bhavani S,Rabi,2025,0.544,0.496,0.789,0.139,0.1,0.316,0.218,0.595,0.094,0.321,1.28,
AP_ANP_00165_C3,Gopal Reddy,Rabi,2025,0.544,0.496,0.789,0.139,0.1,0.316,0.218,0.595,0.094,0.321,1.28,
AP_ANP_00165_C1,Ravi Teja,Summer,2025,0.438,0.277,0.697,0.098,0.03,0.384,0.143,0.341,0.117,0.431,1.45,
AP_ANP_00165_C2,Bhavani S,Summer,2025,0.438,0.277,0.697,0.098,0.03,0.384,0.143,0.341,0.117,0.431,1.45,
AP_ANP_00165_C3,Gopal Reddy,Summer,2025,0.438,0.277,0.697,0.098,0.03,0.384,0.143,0.341,0.117,0.431,1.45,
AP_ANP_00166_C1,Narasimha Rao,Kharif,2025,0.62,0.522,0.504,0.187,0.061,0.152,0.079,0.339,0.256,0.332,4.35,
AP_ANP_00166_C2,Ravi Teja,Kharif,2025,0.62,0.522,0.504,0.187,0.061,0.152,0.079,0.339,0.256,0.332,4.35,
AP_ANP_00166_C3,Bhavani S,Kharif,2025,0.62,0.522,0.504,0.187,0.061,0.152,0.079,0.339,0.256,0.332,4.35,
AP_ANP_00166_C1,Narasimha Rao,Rabi,2025,0.528,0.736,0.771,0.128,0.284,0.131,0.03,0.406,0.183,0.252,15.55,
AP_ANP_00166_C2,Ravi Teja,Rabi,2025,0.528,0.736,0.771,0.128,0.284,0.131,0.03,0.406,0.183,0.252,15.55,
AP_ANP_00166_C3,Bhavani S,Rabi,2025,0.528,0.736,0.771,0.128,0.284,0.131,0.03,0.406,0.183,0.252,15.55,
AP_ANP_00166_C1,Narasimha Rao,Summer,2025,0.543,0.366,0.597,0.119,0.123,0.056,0.213,0.206,0.255,0.182,13.87,
AP_ANP_00166_C2,Ravi Teja,Summer,2025,0.543,0.366,0.597,0.119,0.123,0.056,0.213,0.206,0.255,0.182,13.87,
AP_ANP_00166_C3,Bhavani S,Summer,2025,0.543,0.366,0.597,0.119,0.123,0.056,0.213,0.206,0.255,0.182,13.87,
AP_ANP_00167_C1,Anuradha V,Kharif,2025,0.818,0.637,0.341,0.176,0.167,0.335,0.211,0.842,0.163,0.315,12.19,
AP_ANP_00167_C2,Narasimha Rao,Kharif,2025,0.818,0.637,0.341,0.176,0.167,0.335,0.211,0.842,0.163,0.315,12.19,
AP_ANP_00167_C3,Ravi Teja,Kharif,2025,0.818,0.637,0.341,0.176,0.167,0.335,0.211,0.842,0.163,0.315,12.19,
AP_ANP_00167_C1,Anuradha V,Rabi,2025,0.72,0.601,0.519,0.081,0.111,0.229,0.107,0.577,0.495,0.278,12.63,
AP_ANP_00167_C2,Narasimha Rao,Rabi,2025,0.72,0.601,0.519,0.081,0.111,0.229,0.107,0.577,0.495,0.278,12.63,
AP_ANP_00167_C3,Ravi Teja,Rabi,2025,0.72,0.601,0.519,0.081,0.111,0.229,0.107,0.577,0.495,0.278,12.63,
AP_ANP_00167_C1,Anuradha V,Summer,2025,0.407,0.29,0.47,-0.04,0.122,0.106,0.156,0.41,0.179,0.236,2.67,
AP_ANP_00167_C2,Narasimha Rao,Summer,2025,0.407,0.29,0.47,-0.04,0.122,0.106,0.156,0.41,0.179,0.236,2.67,
AP_ANP_00167_C3,Ravi Teja,Summer,2025,0.407,0.29,0.47,-0.04,0.122,0.106,0.156,0.41,0.179,0.236,2.67,
AP_ANP_00168_C1,Krishna Murthy,Kharif,2025,0.875,0.575,0.219,0.317,0.276,0.369,0.233,0.274,0.372,0.384,11.55,
AP_ANP_00168_C2,Anuradha V,Kharif,2025,0.875,0.575,0.219,0.317,0.276,0.369,0.233,0.274,0.372,0.384,11.55,
AP_ANP_00168_C3,Narasimha Rao,Kharif,2025,0.875,0.575,0.219,0.317,0.276,0.369,0.233,0.274,0.372,0.384,11.55,
AP_ANP_00168_C1,Krishna Murthy,Rabi,2025,0.626,0.467,0.172,0.142,0.231,0.064,0.136,0.39,0.323,0.103,13.83,
AP_ANP_00168_C2,Anuradha V,Rabi,2025,0.626,0.467,0.172,0.142,0.231,0.064,0.136,0.39,0.323,0.103,13.83,
AP_ANP_00168_C3,Narasimha Rao,Rabi,2025,0.626,0.467,0.172,0.142,0.231,0.064,0.136,0.39,0.323,0.103,13.83,
AP_ANP_00168_C1,Krishna Murthy,Summer,2025,0.518,0.213,0.245,-0.017,0.309,0.252,0.146,0.269,0.375,0.397,16.56,
AP_ANP_00168_C2,Anuradha V,Summer,2025,0.518,0.213,0.245,-0.017,0.309,0.252,0.146,0.269,0.375,0.397,16.56,
AP_ANP_00168_C3,Narasimha Rao,Summer,2025,0.518,0.213,0.245,-0.017,0.309,0.252,0.146,0.269,0.375,0.397,16.56,
AP_ANP_00169_C1,Padma Kumari,Kharif,2025,0.769,0.217,0.182,0.119,0.105,0.087,0.085,0.45,0.521,0.294,16.7,
AP_ANP_00169_C2,Krishna Murthy,Kharif,2025,0.769,0.217,0.182,0.119,0.105,0.087,0.085,0.45,0.521,0.294,16.7,
AP_ANP_00169_C3,Anuradha V,Kharif,2025,0.769,0.217,0.182,0.119,0.105,0.087,0.085,0.45,0.521,0.294,16.7,
AP_ANP_00169_C1,Padma Kumari,Rabi,2025,0.649,0.592,0.329,0.073,0.231,0.173,0.299,0.371,0.19,0.422,0.49,
AP_ANP_00169_C2,Krishna Murthy,Rabi,2025,0.649,0.592,0.329,0.073,0.231,0.173,0.299,0.371,0.19,0.422,0.49,
AP_ANP_00169_C3,Anuradha V,Rabi,2025,0.649,0.592,0.329,0.073,0.231,0.173,0.299,0.371,0.19,0.422,0.49,
AP_ANP_00169_C1,Padma Kumari,Summer,2025,0.479,0.652,0.783,0.095,0.342,0.057,0.248,0.62,0.374,0.101,13.0,
AP_ANP_00169_C2,Krishna Murthy,Summer,2025,0.479,0.652,0.783,0.095,0.342,0.057,0.248,0.62,0.374,0.101,13.0,
AP_ANP_00169_C3,Anuradha V,Summer,2025,0.479,0.652,0.783,0.095,0.342,0.057,0.248,0.62,0.374,0.101,13.0,
AP_ANP_00170_C1,Subba Rao,Kharif,2025,0.894,0.413,0.176,0.328,0.14,0.377,0.213,0.499,0.078,0.221,9.38,
AP_ANP_00170_C2,Ramesh Kumar,Kharif,2025,0.894,0.413,0.176,0.328,0.14,0.377,0.213,0.499,0.078,0.221,9.38,
AP_ANP_00170_C3,Suresh Naidu,Kharif,2025,0.894,0.413,0.176,0.328,0.14,0.377,0.213,0.499,0.078,0.221,9.38,
AP_ANP_00170_C1,Subba Rao,Rabi,2025,0.725,0.337,0.491,0.178,0.042,0.438,0.114,0.511,0.228,0.323,13.24,
AP_ANP_00170_C2,Ramesh Kumar,Rabi,2025,0.725,0.337,0.491,0.178,0.042,0.438,0.114,0.511,0.228,0.323,13.24,
AP_ANP_00170_C3,Suresh Naidu,Rabi,2025,0.725,0.337,0.491,0.178,0.042,0.438,0.114,0.511,0.228,0.323,13.24,
AP_ANP_00170_C1,Subba Rao,Summer,2025,0.486,0.339,0.231,0.004,0.236,0.047,0.183,0.765,0.495,0.23,9.19,
AP_ANP_00170_C2,Ramesh Kumar,Summer,2025,0.486,0.339,0.231,0.004,0.236,0.047,0.183,0.765,0.495,0.23,9.19,
AP_ANP_00170_C3,Suresh Naidu,Summer,2025,0.486,0.339,0.231,0.004,0.236,0.047,0.183,0.765,0.495,0.23,9.19,
AP_ANP_00171_C1,Vijayalakshmi,Kharif,2025,0.577,0.643,0.309,0.268,0.159,0.382,0.264,0.358,0.325,0.127,2.04,
AP_ANP_00171_C2,Subba Rao,Kharif,2025,0.577,0.643,0.309,0.268,0.159,0.382,0.264,0.358,0.325,0.127,2.04,
AP_ANP_00171_C3,Ramesh Kumar,Kharif,2025,0.577,0.643,0.309,0.268,0.159,0.382,0.264,0.358,0.325,0.127,2.04,
AP_ANP_00171_C1,Vijayalakshmi,Rabi,2025,0.719,0.606,0.182,0.214,0.298,0.214,0.109,0.555,0.096,0.353,11.65,
AP_ANP_00171_C2,Subba Rao,Rabi,2025,0.719,0.606,0.182,0.214,0.298,0.214,0.109,0.555,0.096,0.353,11.65,
AP_ANP_00171_C3,Ramesh Kumar,Rabi,2025,0.719,0.606,0.182,0.214,0.298,0.214,0.109,0.555,0.096,0.353,11.65,
AP_ANP_00171_C1,Vijayalakshmi,Summer,2025,0.275,0.261,0.187,-0.012,0.214,0.383,0.015,0.232,0.336,0.378,6.53,
AP_ANP_00171_C2,Subba Rao,Summer,2025,0.275,0.261,0.187,-0.012,0.214,0.383,0.015,0.232,0.336,0.378,6.53,
AP_ANP_00171_C3,Ramesh Kumar,Summer,2025,0.275,0.261,0.187,-0.012,0.214,0.383,0.015,0.232,0.336,0.378,6.53,
AP_ANP_00172_C1,Nagarjuna Reddy,Kharif,2025,0.672,0.315,0.167,0.249,0.263,0.293,0.178,0.682,0.388,0.132,7.05,
AP_ANP_00172_C2,Vijayalakshmi,Kharif,2025,0.672,0.315,0.167,0.249,0.263,0.293,0.178,0.682,0.388,0.132,7.05,
AP_ANP_00172_C3,Subba Rao,Kharif,2025,0.672,0.315,0.167,0.249,0.263,0.293,0.178,0.682,0.388,0.132,7.05,
AP_ANP_00172_C1,Nagarjuna Reddy,Rabi,2025,0.444,0.556,0.708,0.076,0.338,0.294,0.063,0.269,0.456,0.282,12.37,
AP_ANP_00172_C2,Vijayalakshmi,Rabi,2025,0.444,0.556,0.708,0.076,0.338,0.294,0.063,0.269,0.456,0.282,12.37,
AP_ANP_00172_C3,Subba Rao,Rabi,2025,0.444,0.556,0.708,0.076,0.338,0.294,0.063,0.269,0.456,0.282,12.37,
AP_ANP_00172_C1,Nagarjuna Reddy,Summer,2025,0.513,0.651,0.187,0.091,0.267,0.387,0.093,0.616,0.207,0.433,0.67,
AP_ANP_00172_C2,Vijayalakshmi,Summer,2025,0.513,0.651,0.187,0.091,0.267,0.387,0.093,0.616,0.207,0.433,0.67,
AP_ANP_00172_C3,Subba Rao,Summer,2025,0.513,0.651,0.187,0.091,0.267,0.387,0.093,0.616,0.207,0.433,0.67,
AP_ANP_00173_C1,Venkat Ramaiah,Kharif,2025,0.753,0.577,0.264,0.142,0.098,0.238,0.275,0.338,0.122,0.354,10.01,
AP_ANP_00173_C2,Nagarjuna Reddy,Kharif,2025,0.753,0.577,0.264,0.142,0.098,0.238,0.275,0.338,0.122,0.354,10.01,
AP_ANP_00173_C3,Vijayalakshmi,Kharif,2025,0.753,0.577,0.264,0.142,0.098,0.238,0.275,0.338,0.122,0.354,10.01,
AP_ANP_00173_C1,Venkat Ramaiah,Rabi,2025,0.719,0.538,0.301,0.079,0.072,0.317,0.182,0.691,0.205,0.229,8.11,
AP_ANP_00173_C2,Nagarjuna Reddy,Rabi,2025,0.719,0.538,0.301,0.079,0.072,0.317,0.182,0.691,0.205,0.229,8.11,
AP_ANP_00173_C3,Vijayalakshmi,Rabi,2025,0.719,0.538,0.301,0.079,0.072,0.317,0.182,0.691,0.205,0.229,8.11,
AP_ANP_00173_C1,Venkat Ramaiah,Summer,2025,0.594,0.327,0.38,0.008,0.206,0.136,0.275,0.373,0.498,0.091,13.13,
AP_ANP_00173_C2,Nagarjuna Reddy,Summer,2025,0.594,0.327,0.38,0.008,0.206,0.136,0.275,0.373,0.498,0.091,13.13,
AP_ANP_00173_C3,Vijayalakshmi,Summer,2025,0.594,0.327,0.38,0.008,0.206,0.136,0.275,0.373,0.498,0.091,13.13,
AP_ANP_00174_C1,Gopal Reddy,Kharif,2025,0.867,0.731,0.444,0.142,0.332,0.314,0.097,0.322,0.202,0.087,2.88,
AP_ANP_00174_C2,Venkat Ramaiah,Kharif,2025,0.867,0.731,0.444,0.142,0.332,0.314,0.097,0.322,0.202,0.087,2.88,
AP_ANP_00174_C3,Nagarjuna Reddy,Kharif,2025,0.867,0.731,0.444,0.142,0.332,0.314,0.097,0.322,0.202,0.087,2.88,
AP_ANP_00174_C1,Gopal Reddy,Rabi,2025,0.437,0.627,0.242,0.135,0.063,0.3,0.067,0.263,0.133,0.419,16.43,
AP_ANP_00174_C2,Venkat Ramaiah,Rabi,2025,0.437,0.627,0.242,0.135,0.063,0.3,0.067,0.263,0.133,0.419,16.43,
AP_ANP_00174_C3,Nagarjuna Reddy,Rabi,2025,0.437,0.627,0.242,0.135,0.063,0.3,0.067,0.263,0.133,0.419,16.43,
AP_ANP_00174_C1,Gopal Reddy,Summer,2025,0.342,0.472,0.59,0.081,0.245,0.294,0.087,0.225,0.278,0.406,11.39,
AP_ANP_00174_C2,Venkat Ramaiah,Summer,2025,0.342,0.472,0.59,0.081,0.245,0.294,0.087,0.225,0.278,0.406,11.39,
AP_ANP_00174_C3,Nagarjuna Reddy,Summer,2025,0.342,0.472,0.59,0.081,0.245,0.294,0.087,0.225,0.278,0.406,11.39,
AP_ANP_00175_C1,Bhavani S,Kharif,2025,0.841,0.248,0.6,0.348,0.243,0.442,0.296,0.646,0.172,0.369,2.14,
AP_ANP_00175_C2,Gopal Reddy,Kharif,2025,0.841,0.248,0.6,0.348,0.243,0.442,0.296,0.646,0.172,0.369,2.14,
AP_ANP_00175_C3,Venkat Ramaiah,Kharif,2025,0.841,0.248,0.6,0.348,0.243,0.442,0.296,0.646,0.172,0.369,2.14,
AP_ANP_00175_C1,Bhavani S,Rabi,2025,0.673,0.38,0.56,0.232,0.162,0.214,0.1,0.695,0.518,0.426,3.5,
AP_ANP_00175_C2,Gopal Reddy,Rabi,2025,0.673,0.38,0.56,0.232,0.162,0.214,0.1,0.695,0.518,0.426,3.5,
AP_ANP_00175_C3,Venkat Ramaiah,Rabi,2025,0.673,0.38,0.56,0.232,0.162,0.214,0.1,0.695,0.518,0.426,3.5,
AP_ANP_00175_C1,Bhavani S,Summer,2025,0.55,0.302,0.194,0.097,0.108,0.413,0.194,0.669,0.179,0.338,0.56,
AP_ANP_00175_C2,Gopal Reddy,Summer,2025,0.55,0.302,0.194,0.097,0.108,0.413,0.194,0.669,0.179,0.338,0.56,
AP_ANP_00175_C3,Venkat Ramaiah,Summer,2025,0.55,0.302,0.194,0.097,0.108,0.413,0.194,0.669,0.179,0.338,0.56,
AP_ANP_00176_C1,Ravi Teja,Kharif,2025,0.681,0.238,0.685,0.257,0.098,0.304,0.128,0.587,0.104,0.057,18.19,
AP_ANP_00176_C2,Bhavani S,Kharif,2025,0.681,0.238,0.685,0.257,0.098,0.304,0.128,0.587,0.104,0.057,18.19,
AP_ANP_00176_C3,Gopal Reddy,Kharif,2025,0.681,0.238,0.685,0.257,0.098,0.304,0.128,0.587,0.104,0.057,18.19,
AP_ANP_00176_C1,Ravi Teja,Rabi,2025,0.494,0.75,0.287,0.214,0.108,0.308,0.29,0.795,0.301,0.368,2.71,
AP_ANP_00176_C2,Bhavani S,Rabi,2025,0.494,0.75,0.287,0.214,0.108,0.308,0.29,0.795,0.301,0.368,2.71,
AP_ANP_00176_C3,Gopal Reddy,Rabi,2025,0.494,0.75,0.287,0.214,0.108,0.308,0.29,0.795,0.301,0.368,2.71,
AP_ANP_00176_C1,Ravi Teja,Summer,2025,0.591,0.248,0.345,0.143,0.053,0.144,0.247,0.446,0.094,0.187,19.63,
AP_ANP_00176_C2,Bhavani S,Summer,2025,0.591,0.248,0.345,0.143,0.053,0.144,0.247,0.446,0.094,0.187,19.63,
AP_ANP_00176_C3,Gopal Reddy,Summer,2025,0.591,0.248,0.345,0.143,0.053,0.144,0.247,0.446,0.094,0.187,19.63,
AP_ANP_00177_C1,Narasimha Rao,Kharif,2025,0.77,0.25,0.791,0.204,0.291,0.148,0.03,0.237,0.11,0.282,18.58,
AP_ANP_00177_C2,Ravi Teja,Kharif,2025,0.77,0.25,0.791,0.204,0.291,0.148,0.03,0.237,0.11,0.282,18.58,
AP_ANP_00177_C3,Bhavani S,Kharif,2025,0.77,0.25,0.791,0.204,0.291,0.148,0.03,0.237,0.11,0.282,18.58,
AP_ANP_00177_C1,Narasimha Rao,Rabi,2025,0.574,0.418,0.611,0.219,0.262,0.103,0.115,0.614,0.085,0.195,10.7,
AP_ANP_00177_C2,Ravi Teja,Rabi,2025,0.574,0.418,0.611,0.219,0.262,0.103,0.115,0.614,0.085,0.195,10.7,
AP_ANP_00177_C3,Bhavani S,Rabi,2025,0.574,0.418,0.611,0.219,0.262,0.103,0.115,0.614,0.085,0.195,10.7,
AP_ANP_00177_C1,Narasimha Rao,Summer,2025,0.598,0.64,0.431,0.045,0.283,0.28,0.267,0.467,0.352,0.302,8.35,
AP_ANP_00177_C2,Ravi Teja,Summer,2025,0.598,0.64,0.431,0.045,0.283,0.28,0.267,0.467,0.352,0.302,8.35,
AP_ANP_00177_C3,Bhavani S,Summer,2025,0.598,0.64,0.431,0.045,0.283,0.28,0.267,0.467,0.352,0.302,8.35,
AP_ANP_00178_C1,Anuradha V,Kharif,2025,0.601,0.16,0.718,0.123,0.098,0.119,0.223,0.408,0.303,0.115,19.19,
AP_ANP_00178_C2,Narasimha Rao,Kharif,2025,0.601,0.16,0.718,0.123,0.098,0.119,0.223,0.408,0.303,0.115,19.19,
AP_ANP_00178_C3,Ravi Teja,Kharif,2025,0.601,0.16,0.718,0.123,0.098,0.119,0.223,0.408,0.303,0.115,19.19,
AP_ANP_00178_C1,Anuradha V,Rabi,2025,0.698,0.394,0.646,0.223,0.067,0.034,0.016,0.581,0.278,0.257,0.15,
AP_ANP_00178_C2,Narasimha Rao,Rabi,2025,0.698,0.394,0.646,0.223,0.067,0.034,0.016,0.581,0.278,0.257,0.15,
AP_ANP_00178_C3,Ravi Teja,Rabi,2025,0.698,0.394,0.646,0.223,0.067,0.034,0.016,0.581,0.278,0.257,0.15,
AP_ANP_00178_C1,Anuradha V,Summer,2025,0.369,0.416,0.626,0.094,0.097,0.372,0.181,0.337,0.168,0.301,16.6,
AP_ANP_00178_C2,Narasimha Rao,Summer,2025,0.369,0.416,0.626,0.094,0.097,0.372,0.181,0.337,0.168,0.301,16.6,
AP_ANP_00178_C3,Ravi Teja,Summer,2025,0.369,0.416,0.626,0.094,0.097,0.372,0.181,0.337,0.168,0.301,16.6,
AP_ANP_00179_C1,Krishna Murthy,Kharif,2025,0.695,0.67,0.585,0.165,0.168,0.235,0.069,0.607,0.229,0.448,9.6,
AP_ANP_00179_C2,Anuradha V,Kharif,2025,0.695,0.67,0.585,0.165,0.168,0.235,0.069,0.607,0.229,0.448,9.6,
AP_ANP_00179_C3,Narasimha Rao,Kharif,2025,0.695,0.67,0.585,0.165,0.168,0.235,0.069,0.607,0.229,0.448,9.6,
AP_ANP_00179_C1,Krishna Murthy,Rabi,2025,0.57,0.7,0.671,0.163,0.169,0.332,0.18,0.52,0.146,0.236,4.92,
AP_ANP_00179_C2,Anuradha V,Rabi,2025,0.57,0.7,0.671,0.163,0.169,0.332,0.18,0.52,0.146,0.236,4.92,
AP_ANP_00179_C3,Narasimha Rao,Rabi,2025,0.57,0.7,0.671,0.163,0.169,0.332,0.18,0.52,0.146,0.236,4.92,
AP_ANP_00179_C1,Krishna Murthy,Summer,2025,0.566,0.721,0.496,0.017,0.228,0.258,0.048,0.444,0.1,0.299,8.94,
AP_ANP_00179_C2,Anuradha V,Summer,2025,0.566,0.721,0.496,0.017,0.228,0.258,0.048,0.444,0.1,0.299,8.94,
AP_ANP_00179_C3,Narasimha Rao,Summer,2025,0.566,0.721,0.496,0.017,0.228,0.258,0.048,0.444,0.1,0.299,8.94,
AP_ANP_00180_C1,Ramesh Kumar,Kharif,2025,0.822,0.249,0.414,0.155,0.326,0.328,0.131,0.536,0.092,0.444,13.33,
AP_ANP_00180_C2,Suresh Naidu,Kharif,2025,0.822,0.249,0.414,0.155,0.326,0.328,0.131,0.536,0.092,0.444,13.33,
AP_ANP_00180_C3,Lakshmi Reddy,Kharif,2025,0.822,0.249,0.414,0.155,0.326,0.328,0.131,0.536,0.092,0.444,13.33,
AP_ANP_00180_C1,Ramesh Kumar,Rabi,2025,0.5,0.216,0.778,0.167,0.078,0.302,0.081,0.666,0.438,0.319,12.29,
AP_ANP_00180_C2,Suresh Naidu,Rabi,2025,0.5,0.216,0.778,0.167,0.078,0.302,0.081,0.666,0.438,0.319,12.29,
AP_ANP_00180_C3,Lakshmi Reddy,Rabi,2025,0.5,0.216,0.778,0.167,0.078,0.302,0.081,0.666,0.438,0.319,12.29,
AP_ANP_00180_C1,Ramesh Kumar,Summer,2025,0.557,0.349,0.311,-0.034,0.346,0.194,0.222,0.645,0.156,0.146,5.63,
AP_ANP_00180_C2,Suresh Naidu,Summer,2025,0.557,0.349,0.311,-0.034,0.346,0.194,0.222,0.645,0.156,0.146,5.63,
AP_ANP_00180_C3,Lakshmi Reddy,Summer,2025,0.557,0.349,0.311,-0.034,0.346,0.194,0.222,0.645,0.156,0.146,5.63,
AP_ANP_00181_C1,Subba Rao,Kharif,2025,0.694,0.162,0.722,0.159,0.339,0.173,0.108,0.205,0.39,0.38,2.93,
AP_ANP_00181_C2,Ramesh Kumar,Kharif,2025,0.694,0.162,0.722,0.159,0.339,0.173,0.108,0.205,0.39,0.38,2.93,
AP_ANP_00181_C3,Suresh Naidu,Kharif,2025,0.694,0.162,0.722,0.159,0.339,0.173,0.108,0.205,0.39,0.38,2.93,
AP_ANP_00181_C1,Subba Rao,Rabi,2025,0.456,0.52,0.179,0.208,0.225,0.16,0.117,0.7,0.455,0.21,18.94,
AP_ANP_00181_C2,Ramesh Kumar,Rabi,2025,0.456,0.52,0.179,0.208,0.225,0.16,0.117,0.7,0.455,0.21,18.94,
AP_ANP_00181_C3,Suresh Naidu,Rabi,2025,0.456,0.52,0.179,0.208,0.225,0.16,0.117,0.7,0.455,0.21,18.94,
AP_ANP_00181_C1,Subba Rao,Summer,2025,0.363,0.44,0.733,0.104,0.32,0.067,0.282,0.737,0.446,0.13,16.1,
AP_ANP_00181_C2,Ramesh Kumar,Summer,2025,0.363,0.44,0.733,0.104,0.32,0.067,0.282,0.737,0.446,0.13,16.1,
AP_ANP_00181_C3,Suresh Naidu,Summer,2025,0.363,0.44,0.733,0.104,0.32,0.067,0.282,0.737,0.446,0.13,16.1,
AP_ANP_00182_C1,Vijayalakshmi,Kharif,2025,0.848,0.721,0.182,0.172,0.069,0.256,0.177,0.619,0.058,0.434,0.89,
AP_ANP_00182_C2,Subba Rao,Kharif,2025,0.848,0.721,0.182,0.172,0.069,0.256,0.177,0.619,0.058,0.434,0.89,
AP_ANP_00182_C3,Ramesh Kumar,Kharif,2025,0.848,0.721,0.182,0.172,0.069,0.256,0.177,0.619,0.058,0.434,0.89,
AP_ANP_00182_C1,Vijayalakshmi,Rabi,2025,0.45,0.49,0.756,0.053,0.24,0.376,0.014,0.552,0.28,0.25,1.44,
AP_ANP_00182_C2,Subba Rao,Rabi,2025,0.45,0.49,0.756,0.053,0.24,0.376,0.014,0.552,0.28,0.25,1.44,
AP_ANP_00182_C3,Ramesh Kumar,Rabi,2025,0.45,0.49,0.756,0.053,0.24,0.376,0.014,0.552,0.28,0.25,1.44,
AP_ANP_00182_C1,Vijayalakshmi,Summer,2025,0.474,0.609,0.465,0.051,0.069,0.302,0.06,0.767,0.357,0.113,19.25,
AP_ANP_00182_C2,Subba Rao,Summer,2025,0.474,0.609,0.465,0.051,0.069,0.302,0.06,0.767,0.357,0.113,19.25,
AP_ANP_00182_C3,Ramesh Kumar,Summer,2025,0.474,0.609,0.465,0.051,0.069,0.302,0.06,0.767,0.357,0.113,19.25,
AP_ANP_00183_C1,Nagarjuna Reddy,Kharif,2025,0.731,0.526,0.315,0.118,0.285,0.373,0.294,0.526,0.277,0.351,2.65,
AP_ANP_00183_C2,Vijayalakshmi,Kharif,2025,0.731,0.526,0.315,0.118,0.285,0.373,0.294,0.526,0.277,0.351,2.65,
AP_ANP_00183_C3,Subba Rao,Kharif,2025,0.731,0.526,0.315,0.118,0.285,0.373,0.294,0.526,0.277,0.351,2.65,
AP_ANP_00183_C1,Nagarjuna Reddy,Rabi,2025,0.591,0.204,0.422,0.159,0.302,0.39,0.039,0.259,0.181,0.4,2.58,
AP_ANP_00183_C2,Vijayalakshmi,Rabi,2025,0.591,0.204,0.422,0.159,0.302,0.39,0.039,0.259,0.181,0.4,2.58,
AP_ANP_00183_C3,Subba Rao,Rabi,2025,0.591,0.204,0.422,0.159,0.302,0.39,0.039,0.259,0.181,0.4,2.58,
AP_ANP_00183_C1,Nagarjuna Reddy,Summer,2025,0.488,0.524,0.381,-0.03,0.28,0.128,0.195,0.353,0.407,0.399,2.54,
AP_ANP_00183_C2,Vijayalakshmi,Summer,2025,0.488,0.524,0.381,-0.03,0.28,0.128,0.195,0.353,0.407,0.399,2.54,
AP_ANP_00183_C3,Subba Rao,Summer,2025,0.488,0.524,0.381,-0.03,0.28,0.128,0.195,0.353,0.407,0.399,2.54,
AP_ANP_00184_C1,Venkat Ramaiah,Kharif,2025,0.853,0.226,0.428,0.248,0.073,0.324,0.23,0.269,0.303,0.376,18.72,
AP_ANP_00184_C2,Nagarjuna Reddy,Kharif,2025,0.853,0.226,0.428,0.248,0.073,0.324,0.23,0.269,0.303,0.376,18.72,
AP_ANP_00184_C3,Vijayalakshmi,Kharif,2025,0.853,0.226,0.428,0.248,0.073,0.324,0.23,0.269,0.303,0.376,18.72,
AP_ANP_00184_C1,Venkat Ramaiah,Rabi,2025,0.58,0.471,0.406,0.24,0.3,0.237,0.147,0.519,0.473,0.383,8.07,
AP_ANP_00184_C2,Nagarjuna Reddy,Rabi,2025,0.58,0.471,0.406,0.24,0.3,0.237,0.147,0.519,0.473,0.383,8.07,
AP_ANP_00184_C3,Vijayalakshmi,Rabi,2025,0.58,0.471,0.406,0.24,0.3,0.237,0.147,0.519,0.473,0.383,8.07,
AP_ANP_00184_C1,Venkat Ramaiah,Summer,2025,0.333,0.494,0.305,0.048,0.282,0.234,0.107,0.269,0.169,0.43,6.1,
